
OptGoiOpFt  1
sim_Tx_50RZ_OOK: Instantaneous Optical Power at b35687, mon_RZ , Run 1
Polarization,,X
SimCentralFrequency,[THz],193.414
Minimum,[mW],3.6758e-023
Maximum,[mW],0.501187
Time[ns],Power[mW]
+8.8380930e+000,+4.9701072e-001
+8.8380930e+000,+4.9840291e-001
+8.8380930e+000,+4.9979509e-001
+8.8380930e+000,+4.7752010e-001
+8.8380930e+000,+4.7055917e-001
+8.8639354e+000,+4.6081386e-001
+8.8639354e+000,+4.4967637e-001
+8.8639354e+000,+4.3714668e-001
+8.8639354e+000,+4.2183263e-001
+8.8639354e+000,+4.0512639e-001
+8.8639354e+000,+3.8702796e-001
+8.8639354e+000,+3.6614515e-001
+8.8639354e+000,+3.4526235e-001
+8.8639354e+000,+3.2298736e-001
+8.8639354e+000,+2.9932018e-001
+8.8639354e+000,+2.7426082e-001
+8.8639354e+000,+2.5059364e-001
+8.8639354e+000,+2.2553428e-001
+8.8639354e+000,+2.0047491e-001
+8.8639354e+000,+1.7680774e-001
+8.8639354e+000,+1.5453274e-001
+8.8639354e+000,+1.3364994e-001
+8.8639354e+000,+1.1276714e-001
+8.8639354e+000,+9.4668709e-002
+8.8639354e+000,+7.7962466e-002
+8.8639354e+000,+6.2648410e-002
+8.8639354e+000,+5.0118728e-002
+8.8639354e+000,+3.8981233e-002
+8.8639354e+000,+2.9235925e-002
+8.8639354e+000,+2.2274990e-002
+8.8639354e+000,+1.5314056e-002
+8.8897778e+000,+1.1137495e-002
+8.8897778e+000,+6.9609345e-003
+8.8897778e+000,+4.1765607e-003
+8.8897778e+000,+2.7843738e-003
+8.8897778e+000,+1.3921869e-003
+8.8897778e+000,+0.0000000e+000
+8.8897778e+000,+1.5314056e-002
+8.8897778e+000,+2.2274990e-002
+8.8897778e+000,+2.9235925e-002
+8.8897778e+000,+3.8981233e-002
+8.8897778e+000,+5.0118728e-002
+8.9156202e+000,+6.2648410e-002
+8.9156202e+000,+7.7962466e-002
+8.9156202e+000,+9.4668709e-002
+8.9156202e+000,+1.1276714e-001
+8.9156202e+000,+1.3364994e-001
+8.9156202e+000,+1.5453274e-001
+8.9156202e+000,+1.7680774e-001
+8.9156202e+000,+2.0047491e-001
+8.9156202e+000,+2.2553428e-001
+8.9156202e+000,+2.4920145e-001
+8.9156202e+000,+2.7426082e-001
+8.9156202e+000,+2.9932018e-001
+8.9156202e+000,+3.2298736e-001
+8.9156202e+000,+3.4526235e-001
+8.9156202e+000,+3.6614515e-001
+8.9156202e+000,+3.8702796e-001
+8.9156202e+000,+4.0512639e-001
+8.9156202e+000,+4.2183263e-001
+8.9156202e+000,+4.3714668e-001
+8.9156202e+000,+4.4967637e-001
+8.9156202e+000,+4.6081386e-001
+8.9156202e+000,+4.7055917e-001
+8.9156202e+000,+4.7752010e-001
+8.9156202e+000,+4.8448104e-001
+8.9156202e+000,+4.8865760e-001
+8.9156202e+000,+4.9283416e-001
+8.9414625e+000,+4.9561853e-001
+8.9414625e+000,+4.9701072e-001
+8.9414625e+000,+4.9840291e-001
+8.9414625e+000,+4.9979509e-001
+8.9414625e+000,+4.9283416e-001
+8.9414625e+000,+4.8865760e-001
+8.9414625e+000,+4.8448104e-001
+8.9414625e+000,+4.7752010e-001
+8.9414625e+000,+4.7055917e-001
+8.9414625e+000,+4.6081386e-001
+8.9414625e+000,+4.4967637e-001
+8.9414625e+000,+4.3714668e-001
+8.9414625e+000,+4.2183263e-001
+8.9673049e+000,+4.0512639e-001
+8.9673049e+000,+3.8702796e-001
+8.9673049e+000,+3.6614515e-001
+8.9673049e+000,+3.4526235e-001
+8.9673049e+000,+3.2298736e-001
+8.9673049e+000,+2.9932018e-001
+8.9673049e+000,+2.7426082e-001
+8.9673049e+000,+2.5059364e-001
+8.9673049e+000,+2.2553428e-001
+8.9673049e+000,+2.0047491e-001
+8.9673049e+000,+1.7680774e-001
+8.9673049e+000,+1.5453274e-001
+8.9673049e+000,+1.3364994e-001
+8.9673049e+000,+1.1276714e-001
+8.9673049e+000,+9.4668709e-002
+8.9673049e+000,+7.7962466e-002
+8.9673049e+000,+6.2648410e-002
+8.9673049e+000,+5.0118728e-002
+8.9673049e+000,+3.8981233e-002
+8.9673049e+000,+2.9235925e-002
+8.9673049e+000,+2.2274990e-002
+8.9673049e+000,+1.5314056e-002
+8.9673049e+000,+1.1137495e-002
+8.9673049e+000,+6.9609345e-003
+8.9673049e+000,+4.1765607e-003
+8.9673049e+000,+2.7843738e-003
+8.9931473e+000,+1.3921869e-003
+8.9931473e+000,+0.0000000e+000
+8.9931473e+000,+2.7843738e-003
+8.9931473e+000,+4.1765607e-003
+8.9931473e+000,+6.9609345e-003
+8.9931473e+000,+1.1137495e-002
+8.9931473e+000,+1.5314056e-002
+8.9931473e+000,+2.2274990e-002
+8.9931473e+000,+2.9235925e-002
+8.9931473e+000,+3.8981233e-002
+8.9931473e+000,+5.0118728e-002
+8.9931473e+000,+6.2648410e-002
+8.9931473e+000,+7.7962466e-002
+8.9931473e+000,+9.4668709e-002
+9.0189897e+000,+1.1276714e-001
+9.0189897e+000,+1.3364994e-001
+9.0189897e+000,+1.5453274e-001
+9.0189897e+000,+1.7680774e-001
+9.0189897e+000,+2.0047491e-001
+9.0189897e+000,+2.2553428e-001
+9.0189897e+000,+2.4920145e-001
+9.0189897e+000,+2.7426082e-001
+9.0189897e+000,+2.9932018e-001
+9.0189897e+000,+3.2298736e-001
+9.0189897e+000,+3.4526235e-001
+9.0189897e+000,+3.6614515e-001
+9.0189897e+000,+3.8702796e-001
+9.0189897e+000,+4.0512639e-001
+9.0189897e+000,+4.2183263e-001
+9.0189897e+000,+4.3714668e-001
+9.0189897e+000,+4.4967637e-001
+9.0189897e+000,+4.6081386e-001
+9.0189897e+000,+4.7055917e-001
+9.0189897e+000,+4.7752010e-001
+9.0189897e+000,+4.8448104e-001
+9.0189897e+000,+4.8865760e-001
+9.0189897e+000,+4.9283416e-001
+9.0189897e+000,+4.9561853e-001
+9.0189897e+000,+4.9701072e-001
+9.0189897e+000,+4.9840291e-001
+9.0448320e+000,+4.9979509e-001
+9.0448320e+000,+4.9840291e-001
+9.0448320e+000,+4.9701072e-001
+9.0448320e+000,+4.9561853e-001
+9.0448320e+000,+4.9283416e-001
+9.0448320e+000,+4.8865760e-001
+9.0448320e+000,+4.8448104e-001
+9.0448320e+000,+4.7752010e-001
+9.0448320e+000,+4.7055917e-001
+9.0448320e+000,+4.6081386e-001
+9.0448320e+000,+4.4967637e-001
+9.0448320e+000,+4.3714668e-001
+9.0448320e+000,+4.2183263e-001
+9.0448320e+000,+4.0512639e-001
+9.0448320e+000,+3.8702796e-001
+9.0448320e+000,+3.6614515e-001
+9.0706744e+000,+3.4526235e-001
+9.0706744e+000,+3.2298736e-001
+9.0706744e+000,+2.9932018e-001
+9.0706744e+000,+2.7426082e-001
+9.0706744e+000,+2.5059364e-001
+9.0706744e+000,+2.2553428e-001
+9.0706744e+000,+2.0047491e-001
+9.0706744e+000,+1.7680774e-001
+9.0706744e+000,+1.5453274e-001
+9.0706744e+000,+1.3364994e-001
+9.0706744e+000,+1.1276714e-001
+9.0706744e+000,+9.4668709e-002
+9.0706744e+000,+7.7962466e-002
+9.0706744e+000,+6.2648410e-002
+9.0706744e+000,+5.0118728e-002
+9.0706744e+000,+3.8981233e-002
+9.0706744e+000,+2.9235925e-002
+9.0706744e+000,+2.2274990e-002
+9.0706744e+000,+1.5314056e-002
+9.0706744e+000,+1.1137495e-002
+9.0706744e+000,+6.9609345e-003
+9.0706744e+000,+4.1765607e-003
+9.0706744e+000,+2.7843738e-003
+9.0706744e+000,+1.3921869e-003
+9.0706744e+000,+0.0000000e+000
+9.0965168e+000,+0.0000000e+000
+9.1223592e+000,+0.0000000e+000
+9.1482016e+000,+0.0000000e+000
+9.1740439e+000,+0.0000000e+000
+9.1998863e+000,+0.0000000e+000
+9.2257287e+000,+0.0000000e+000
+9.2515711e+000,+0.0000000e+000
+9.2774134e+000,+0.0000000e+000
+9.3032558e+000,+0.0000000e+000
+9.3032558e+000,+1.3921869e-003
+9.3032558e+000,+2.7843738e-003
+9.3032558e+000,+4.1765607e-003
+9.3032558e+000,+6.9609345e-003
+9.3032558e+000,+1.1137495e-002
+9.3032558e+000,+1.5314056e-002
+9.3032558e+000,+2.2274990e-002
+9.3032558e+000,+2.9235925e-002
+9.3032558e+000,+3.8981233e-002
+9.3032558e+000,+5.0118728e-002
+9.3032558e+000,+6.2648410e-002
+9.3032558e+000,+7.7962466e-002
+9.3032558e+000,+9.4668709e-002
+9.3032558e+000,+1.1276714e-001
+9.3032558e+000,+1.3364994e-001
+9.3032558e+000,+1.5453274e-001
+9.3032558e+000,+1.7680774e-001
+9.3032558e+000,+2.0047491e-001
+9.3032558e+000,+2.2553428e-001
+9.3032558e+000,+2.4920145e-001
+9.3032558e+000,+2.7426082e-001
+9.3032558e+000,+2.9932018e-001
+9.3032558e+000,+3.2298736e-001
+9.3032558e+000,+3.4526235e-001
+9.3290982e+000,+3.6614515e-001
+9.3290982e+000,+3.8702796e-001
+9.3290982e+000,+4.0512639e-001
+9.3290982e+000,+4.2183263e-001
+9.3290982e+000,+4.3714668e-001
+9.3290982e+000,+4.4967637e-001
+9.3290982e+000,+4.6081386e-001
+9.3290982e+000,+4.7055917e-001
+9.3290982e+000,+4.7752010e-001
+9.3290982e+000,+4.8448104e-001
+9.3290982e+000,+4.8865760e-001
+9.3290982e+000,+4.9283416e-001
+9.3290982e+000,+4.9561853e-001
+9.3290982e+000,+4.9701072e-001
+9.3290982e+000,+4.9840291e-001
+9.3290982e+000,+4.9979509e-001
+9.3549406e+000,+4.9979509e-001
+9.3549406e+000,+4.9840291e-001
+9.3549406e+000,+4.9701072e-001
+9.3549406e+000,+4.9561853e-001
+9.3549406e+000,+4.9283416e-001
+9.3549406e+000,+4.8865760e-001
+9.3549406e+000,+4.8448104e-001
+9.3549406e+000,+4.7752010e-001
+9.3549406e+000,+4.7055917e-001
+9.3549406e+000,+4.6081386e-001
+9.3549406e+000,+4.4967637e-001
+9.3549406e+000,+4.3714668e-001
+9.3549406e+000,+4.2183263e-001
+9.3549406e+000,+4.0512639e-001
+9.3549406e+000,+3.8702796e-001
+9.3549406e+000,+3.6614515e-001
+9.3549406e+000,+3.4526235e-001
+9.3549406e+000,+3.2298736e-001
+9.3549406e+000,+2.9932018e-001
+9.3549406e+000,+2.7426082e-001
+9.3549406e+000,+2.5059364e-001
+9.3549406e+000,+2.2553428e-001
+9.3549406e+000,+2.0047491e-001
+9.3549406e+000,+1.7680774e-001
+9.3549406e+000,+1.5453274e-001
+9.3549406e+000,+1.3364994e-001
+9.3807829e+000,+1.1276714e-001
+9.3807829e+000,+9.4668709e-002
+9.3807829e+000,+7.7962466e-002
+9.3807829e+000,+6.2648410e-002
+9.3807829e+000,+5.0118728e-002
+9.3807829e+000,+3.8981233e-002
+9.3807829e+000,+2.9235925e-002
+9.3807829e+000,+2.2274990e-002
+9.3807829e+000,+1.5314056e-002
+9.3807829e+000,+1.1137495e-002
+9.3807829e+000,+6.9609345e-003
+9.3807829e+000,+4.1765607e-003
+9.3807829e+000,+2.7843738e-003
+9.3807829e+000,+1.3921869e-003
+9.3807829e+000,+0.0000000e+000
+9.4066253e+000,+0.0000000e+000
+9.4324677e+000,+0.0000000e+000
+9.4583101e+000,+0.0000000e+000
+9.4841525e+000,+0.0000000e+000
+9.5099948e+000,+0.0000000e+000
+9.5358372e+000,+0.0000000e+000
+9.5616796e+000,+0.0000000e+000
+9.5875220e+000,+0.0000000e+000
+9.5875220e+000,+1.3921869e-003
+9.5875220e+000,+2.7843738e-003
+9.5875220e+000,+4.1765607e-003
+9.5875220e+000,+6.9609345e-003
+9.5875220e+000,+1.1137495e-002
+9.5875220e+000,+1.5314056e-002
+9.5875220e+000,+2.2274990e-002
+9.5875220e+000,+2.9235925e-002
+9.6133643e+000,+3.8981233e-002
+9.6133643e+000,+5.0118728e-002
+9.6133643e+000,+6.2648410e-002
+9.6133643e+000,+7.7962466e-002
+9.6133643e+000,+9.4668709e-002
+9.6133643e+000,+1.1276714e-001
+9.6133643e+000,+1.3364994e-001
+9.6133643e+000,+1.5453274e-001
+9.6133643e+000,+1.7680774e-001
+9.6133643e+000,+2.0047491e-001
+9.6133643e+000,+2.2553428e-001
+9.6133643e+000,+2.4920145e-001
+9.6133643e+000,+2.7426082e-001
+9.6133643e+000,+2.9932018e-001
+9.6133643e+000,+3.2298736e-001
+9.6133643e+000,+3.4526235e-001
+9.6133643e+000,+3.6614515e-001
+9.6133643e+000,+3.8702796e-001
+9.6133643e+000,+4.0512639e-001
+9.6133643e+000,+4.2183263e-001
+9.6133643e+000,+4.3714668e-001
+9.6133643e+000,+4.4967637e-001
+9.6133643e+000,+4.6081386e-001
+9.6133643e+000,+4.7055917e-001
+9.6133643e+000,+4.7752010e-001
+9.6133643e+000,+4.8448104e-001
+9.6392067e+000,+4.8865760e-001
+9.6392067e+000,+4.9283416e-001
+9.6392067e+000,+4.9561853e-001
+9.6392067e+000,+4.9701072e-001
+9.6392067e+000,+4.9840291e-001
+9.6392067e+000,+4.9979509e-001
+9.6392067e+000,+4.8448104e-001
+9.6392067e+000,+4.7752010e-001
+9.6392067e+000,+4.7055917e-001
+9.6392067e+000,+4.6081386e-001
+9.6392067e+000,+4.4967637e-001
+9.6650491e+000,+4.3714668e-001
+9.6650491e+000,+4.2183263e-001
+9.6650491e+000,+4.0512639e-001
+9.6650491e+000,+3.8702796e-001
+9.6650491e+000,+3.6614515e-001
+9.6650491e+000,+3.4526235e-001
+9.6650491e+000,+3.2298736e-001
+9.6650491e+000,+2.9932018e-001
+9.6650491e+000,+2.7426082e-001
+9.6650491e+000,+2.5059364e-001
+9.6650491e+000,+2.2553428e-001
+9.6650491e+000,+2.0047491e-001
+9.6650491e+000,+1.7680774e-001
+9.6650491e+000,+1.5453274e-001
+9.6650491e+000,+1.3364994e-001
+9.6650491e+000,+1.1276714e-001
+9.6650491e+000,+9.4668709e-002
+9.6650491e+000,+7.7962466e-002
+9.6650491e+000,+6.2648410e-002
+9.6650491e+000,+5.0118728e-002
+9.6650491e+000,+3.8981233e-002
+9.6650491e+000,+2.9235925e-002
+9.6650491e+000,+2.2274990e-002
+9.6650491e+000,+1.5314056e-002
+9.6650491e+000,+1.1137495e-002
+9.6908915e+000,+6.9609345e-003
+9.6908915e+000,+4.1765607e-003
+9.6908915e+000,+2.7843738e-003
+9.6908915e+000,+1.3921869e-003
+9.6908915e+000,+0.0000000e+000
+9.7167339e+000,+0.0000000e+000
+9.7425762e+000,+0.0000000e+000
+9.7684186e+000,+0.0000000e+000
+9.7942610e+000,+0.0000000e+000
+9.7942610e+000,+1.3921869e-003
+9.7942610e+000,+2.7843738e-003
+9.7942610e+000,+4.1765607e-003
+9.7942610e+000,+6.9609345e-003
+9.7942610e+000,+1.1137495e-002
+9.7942610e+000,+1.5314056e-002
+9.7942610e+000,+2.2274990e-002
+9.7942610e+000,+2.9235925e-002
+9.7942610e+000,+3.8981233e-002
+9.7942610e+000,+5.0118728e-002
+9.7942610e+000,+6.2648410e-002
+9.7942610e+000,+7.7962466e-002
+9.7942610e+000,+9.4668709e-002
+9.7942610e+000,+1.1276714e-001
+9.7942610e+000,+1.3364994e-001
+9.8201034e+000,+1.5453274e-001
+9.8201034e+000,+1.7680774e-001
+9.8201034e+000,+2.0047491e-001
+9.8201034e+000,+2.2553428e-001
+9.8201034e+000,+2.4920145e-001
+9.8201034e+000,+2.7426082e-001
+9.8201034e+000,+2.9932018e-001
+9.8201034e+000,+3.2298736e-001
+9.8201034e+000,+3.4526235e-001
+9.8201034e+000,+3.6614515e-001
+9.8201034e+000,+3.8702796e-001
+9.8201034e+000,+4.0512639e-001
+9.8201034e+000,+4.2183263e-001
+9.8201034e+000,+4.3714668e-001
+9.8201034e+000,+4.4967637e-001
+9.8201034e+000,+4.6081386e-001
+9.8201034e+000,+4.7055917e-001
+9.8201034e+000,+4.7752010e-001
+9.8201034e+000,+4.8448104e-001
+9.8201034e+000,+4.8865760e-001
+9.8201034e+000,+4.9283416e-001
+9.8201034e+000,+4.9561853e-001
+9.8201034e+000,+4.9701072e-001
+9.8201034e+000,+4.9840291e-001
+9.8201034e+000,+4.9979509e-001
+9.8459457e+000,+4.9979509e-001
+9.8459457e+000,+4.9840291e-001
+9.8459457e+000,+4.9701072e-001
+9.8459457e+000,+4.9561853e-001
+9.8459457e+000,+4.9283416e-001
+9.8459457e+000,+4.8865760e-001
+9.8459457e+000,+4.8448104e-001
+9.8459457e+000,+4.7752010e-001
+9.8459457e+000,+4.7055917e-001
+9.8459457e+000,+4.6081386e-001
+9.8459457e+000,+4.4967637e-001
+9.8459457e+000,+4.3714668e-001
+9.8459457e+000,+4.2183263e-001
+9.8459457e+000,+4.0512639e-001
+9.8459457e+000,+3.8702796e-001
+9.8459457e+000,+3.6614515e-001
+9.8459457e+000,+3.4526235e-001
+9.8717881e+000,+3.2298736e-001
+9.8717881e+000,+2.9932018e-001
+9.8717881e+000,+2.7426082e-001
+9.8717881e+000,+2.5059364e-001
+9.8717881e+000,+2.2553428e-001
+9.8717881e+000,+2.0047491e-001
+9.8717881e+000,+1.7680774e-001
+9.8717881e+000,+1.5453274e-001
+9.8717881e+000,+1.3364994e-001
+9.8717881e+000,+1.1276714e-001
+9.8717881e+000,+9.4668709e-002
+9.8717881e+000,+7.7962466e-002
+9.8717881e+000,+6.2648410e-002
+9.8717881e+000,+5.0118728e-002
+9.8717881e+000,+3.8981233e-002
+9.8717881e+000,+2.9235925e-002
+9.8717881e+000,+2.2274990e-002
+9.8717881e+000,+1.5314056e-002
+9.8717881e+000,+1.1137495e-002
+9.8717881e+000,+6.9609345e-003
+9.8717881e+000,+4.1765607e-003
+9.8717881e+000,+2.7843738e-003
+9.8717881e+000,+1.3921869e-003
+9.8717881e+000,+0.0000000e+000
+9.8976305e+000,+0.0000000e+000
+9.8976305e+000,+1.3921869e-003
+9.8976305e+000,+2.7843738e-003
+9.8976305e+000,+4.1765607e-003
+9.8976305e+000,+6.9609345e-003
+9.8976305e+000,+1.1137495e-002
+9.8976305e+000,+1.5314056e-002
+9.8976305e+000,+2.2274990e-002
+9.8976305e+000,+2.9235925e-002
+9.8976305e+000,+3.8981233e-002
+9.8976305e+000,+5.0118728e-002
+9.8976305e+000,+6.2648410e-002
+9.8976305e+000,+7.7962466e-002
+9.8976305e+000,+9.4668709e-002
+9.8976305e+000,+1.1276714e-001
+9.8976305e+000,+1.3364994e-001
+9.8976305e+000,+1.5453274e-001
+9.8976305e+000,+1.7680774e-001
+9.8976305e+000,+2.0047491e-001
+9.9234729e+000,+2.2553428e-001
+9.9234729e+000,+2.4920145e-001
+9.9234729e+000,+2.7426082e-001
+9.9234729e+000,+2.9932018e-001
+9.9234729e+000,+3.2298736e-001
+9.9234729e+000,+3.4526235e-001
+9.9234729e+000,+3.6614515e-001
+9.9234729e+000,+3.8702796e-001
+9.9234729e+000,+4.0512639e-001
+9.9234729e+000,+4.2183263e-001
+9.9234729e+000,+4.3714668e-001
+9.9234729e+000,+4.4967637e-001
+9.9234729e+000,+4.6081386e-001
+9.9234729e+000,+4.7055917e-001
+9.9234729e+000,+4.7752010e-001
+9.9234729e+000,+4.8448104e-001
+9.9234729e+000,+4.8865760e-001
+9.9234729e+000,+4.9283416e-001
+9.9234729e+000,+4.9561853e-001
+9.9234729e+000,+4.9701072e-001
+9.9234729e+000,+4.9840291e-001
+9.9234729e+000,+4.9979509e-001
+9.9493152e+000,+4.9979509e-001
+9.9493152e+000,+4.9840291e-001
+9.9493152e+000,+4.9701072e-001
+9.9493152e+000,+4.9561853e-001
+9.9493152e+000,+4.9283416e-001
+9.9493152e+000,+4.8865760e-001
+9.9493152e+000,+4.8448104e-001
+9.9493152e+000,+4.7752010e-001
+9.9493152e+000,+4.7055917e-001
+9.9493152e+000,+4.6081386e-001
+9.9493152e+000,+4.4967637e-001
+9.9493152e+000,+4.3714668e-001
+9.9493152e+000,+4.2183263e-001
+9.9493152e+000,+4.0512639e-001
+9.9493152e+000,+3.8702796e-001
+9.9493152e+000,+3.6614515e-001
+9.9493152e+000,+3.4526235e-001
+9.9493152e+000,+3.2298736e-001
+9.9493152e+000,+2.9932018e-001
+9.9493152e+000,+2.7426082e-001
+9.9493152e+000,+2.5059364e-001
+9.9751576e+000,+2.2553428e-001
+9.9751576e+000,+2.0047491e-001
+9.9751576e+000,+1.7680774e-001
+9.9751576e+000,+1.5453274e-001
+9.9751576e+000,+1.3364994e-001
+9.9751576e+000,+1.1276714e-001
+9.9751576e+000,+9.4668709e-002
+9.9751576e+000,+7.7962466e-002
+9.9751576e+000,+6.2648410e-002
+9.9751576e+000,+5.0118728e-002
+9.9751576e+000,+3.8981233e-002
+9.9751576e+000,+2.9235925e-002
+9.9751576e+000,+2.2274990e-002
+9.9751576e+000,+1.5314056e-002
+9.9751576e+000,+1.1137495e-002
+9.9751576e+000,+6.9609345e-003
+9.9751576e+000,+4.1765607e-003
+9.9751576e+000,+2.7843738e-003
+9.9751576e+000,+1.3921869e-003
+9.9751576e+000,+0.0000000e+000
