
OptGoiOpFt  1
sim_Tx_50RZ_OOK: Instantaneous Optical Power at b35687, mon_RZ , Run 1
Polarization,,X
SimCentralFrequency,[THz],193.414
Minimum,[mW],3.6758e-023
Maximum,[mW],0.501187
Time[ns],Power[mW]
+3.6696176e+000,+7.7962466e-002
+3.6696176e+000,+6.2648410e-002
+3.6696176e+000,+5.0118728e-002
+3.6696176e+000,+3.8981233e-002
+3.6696176e+000,+2.9235925e-002
+3.6696176e+000,+2.2274990e-002
+3.6696176e+000,+1.5314056e-002
+3.6696176e+000,+1.1137495e-002
+3.6696176e+000,+6.9609345e-003
+3.6696176e+000,+4.1765607e-003
+3.6696176e+000,+2.7843738e-003
+3.6696176e+000,+1.3921869e-003
+3.6696176e+000,+0.0000000e+000
+3.6954599e+000,+0.0000000e+000
+3.7213023e+000,+0.0000000e+000
+3.7471447e+000,+0.0000000e+000
+3.7729871e+000,+0.0000000e+000
+3.7988295e+000,+0.0000000e+000
+3.7988295e+000,+1.3921869e-003
+3.7988295e+000,+2.7843738e-003
+3.7988295e+000,+4.1765607e-003
+3.7988295e+000,+6.9609345e-003
+3.7988295e+000,+1.1137495e-002
+3.7988295e+000,+1.5314056e-002
+3.7988295e+000,+2.2274990e-002
+3.7988295e+000,+2.9235925e-002
+3.7988295e+000,+3.8981233e-002
+3.7988295e+000,+5.0118728e-002
+3.7988295e+000,+6.2648410e-002
+3.7988295e+000,+7.7962466e-002
+3.7988295e+000,+9.4668709e-002
+3.7988295e+000,+1.1276714e-001
+3.7988295e+000,+1.3364994e-001
+3.7988295e+000,+1.5453274e-001
+3.7988295e+000,+1.7680774e-001
+3.7988295e+000,+2.0047491e-001
+3.7988295e+000,+2.2553428e-001
+3.8246718e+000,+2.4920145e-001
+3.8246718e+000,+2.7426082e-001
+3.8246718e+000,+2.9932018e-001
+3.8246718e+000,+3.2298736e-001
+3.8246718e+000,+3.4526235e-001
+3.8246718e+000,+3.6614515e-001
+3.8246718e+000,+3.8702796e-001
+3.8246718e+000,+4.0512639e-001
+3.8246718e+000,+4.2183263e-001
+3.8246718e+000,+4.3714668e-001
+3.8246718e+000,+4.4967637e-001
+3.8246718e+000,+4.6081386e-001
+3.8246718e+000,+4.7055917e-001
+3.8246718e+000,+4.7752010e-001
+3.8246718e+000,+4.8448104e-001
+3.8246718e+000,+4.8865760e-001
+3.8246718e+000,+4.9283416e-001
+3.8246718e+000,+4.9561853e-001
+3.8246718e+000,+4.9701072e-001
+3.8246718e+000,+4.9840291e-001
+3.8246718e+000,+4.9979509e-001
+3.8505142e+000,+4.9979509e-001
+3.8505142e+000,+4.9840291e-001
+3.8505142e+000,+4.9701072e-001
+3.8505142e+000,+4.9561853e-001
+3.8505142e+000,+4.9283416e-001
+3.8505142e+000,+4.8865760e-001
+3.8505142e+000,+4.8448104e-001
+3.8505142e+000,+4.7752010e-001
+3.8505142e+000,+4.7055917e-001
+3.8505142e+000,+4.6081386e-001
+3.8505142e+000,+4.4967637e-001
+3.8505142e+000,+4.3714668e-001
+3.8505142e+000,+4.2183263e-001
+3.8505142e+000,+4.0512639e-001
+3.8505142e+000,+3.8702796e-001
+3.8505142e+000,+3.6614515e-001
+3.8505142e+000,+3.4526235e-001
+3.8505142e+000,+3.2298736e-001
+3.8505142e+000,+2.9932018e-001
+3.8505142e+000,+2.7426082e-001
+3.8505142e+000,+2.5059364e-001
+3.8505142e+000,+2.2553428e-001
+3.8763566e+000,+2.0047491e-001
+3.8763566e+000,+1.7680774e-001
+3.8763566e+000,+1.5453274e-001
+3.8763566e+000,+1.3364994e-001
+3.8763566e+000,+1.1276714e-001
+3.8763566e+000,+9.4668709e-002
+3.8763566e+000,+7.7962466e-002
+3.8763566e+000,+6.2648410e-002
+3.8763566e+000,+5.0118728e-002
+3.8763566e+000,+3.8981233e-002
+3.8763566e+000,+2.9235925e-002
+3.8763566e+000,+2.2274990e-002
+3.8763566e+000,+1.5314056e-002
+3.8763566e+000,+1.1137495e-002
+3.8763566e+000,+6.9609345e-003
+3.8763566e+000,+4.1765607e-003
+3.8763566e+000,+2.7843738e-003
+3.8763566e+000,+1.3921869e-003
+3.8763566e+000,+0.0000000e+000
+3.9021990e+000,+0.0000000e+000
+3.9021990e+000,+1.3921869e-003
+3.9021990e+000,+2.7843738e-003
+3.9021990e+000,+4.1765607e-003
+3.9021990e+000,+6.9609345e-003
+3.9021990e+000,+1.1137495e-002
+3.9021990e+000,+1.5314056e-002
+3.9021990e+000,+2.2274990e-002
+3.9021990e+000,+2.9235925e-002
+3.9021990e+000,+3.8981233e-002
+3.9021990e+000,+5.0118728e-002
+3.9021990e+000,+6.2648410e-002
+3.9021990e+000,+7.7962466e-002
+3.9021990e+000,+9.4668709e-002
+3.9021990e+000,+1.1276714e-001
+3.9021990e+000,+1.3364994e-001
+3.9021990e+000,+1.5453274e-001
+3.9021990e+000,+1.7680774e-001
+3.9021990e+000,+2.0047491e-001
+3.9021990e+000,+2.2553428e-001
+3.9021990e+000,+2.4920145e-001
+3.9021990e+000,+2.7426082e-001
+3.9021990e+000,+2.9932018e-001
+3.9021990e+000,+3.2298736e-001
+3.9280413e+000,+3.4526235e-001
+3.9280413e+000,+3.6614515e-001
+3.9280413e+000,+3.8702796e-001
+3.9280413e+000,+4.0512639e-001
+3.9280413e+000,+4.2183263e-001
+3.9280413e+000,+4.3714668e-001
+3.9280413e+000,+4.4967637e-001
+3.9280413e+000,+4.6081386e-001
+3.9280413e+000,+4.7055917e-001
+3.9280413e+000,+4.7752010e-001
+3.9280413e+000,+4.8448104e-001
+3.9280413e+000,+4.8865760e-001
+3.9280413e+000,+4.9283416e-001
+3.9280413e+000,+4.9561853e-001
+3.9280413e+000,+4.9701072e-001
+3.9280413e+000,+4.9840291e-001
+3.9280413e+000,+4.9979509e-001
+3.9538837e+000,+4.9979509e-001
+3.9538837e+000,+4.9840291e-001
+3.9538837e+000,+4.9701072e-001
+3.9538837e+000,+4.9561853e-001
+3.9538837e+000,+4.9283416e-001
+3.9538837e+000,+4.8865760e-001
+3.9538837e+000,+4.8448104e-001
+3.9538837e+000,+4.7752010e-001
+3.9538837e+000,+4.7055917e-001
+3.9538837e+000,+4.6081386e-001
+3.9538837e+000,+4.4967637e-001
+3.9538837e+000,+4.3714668e-001
+3.9538837e+000,+4.2183263e-001
+3.9538837e+000,+4.0512639e-001
+3.9538837e+000,+3.8702796e-001
+3.9538837e+000,+3.6614515e-001
+3.9538837e+000,+3.4526235e-001
+3.9538837e+000,+3.2298736e-001
+3.9538837e+000,+2.9932018e-001
+3.9538837e+000,+2.7426082e-001
+3.9538837e+000,+2.5059364e-001
+3.9538837e+000,+2.2553428e-001
+3.9538837e+000,+2.0047491e-001
+3.9538837e+000,+1.7680774e-001
+3.9538837e+000,+1.5453274e-001
+3.9797261e+000,+1.3364994e-001
+3.9797261e+000,+1.1276714e-001
+3.9797261e+000,+9.4668709e-002
+3.9797261e+000,+7.7962466e-002
+3.9797261e+000,+6.2648410e-002
+3.9797261e+000,+5.0118728e-002
+3.9797261e+000,+3.8981233e-002
+3.9797261e+000,+2.9235925e-002
+3.9797261e+000,+2.2274990e-002
+3.9797261e+000,+1.5314056e-002
+3.9797261e+000,+1.1137495e-002
+3.9797261e+000,+6.9609345e-003
+3.9797261e+000,+4.1765607e-003
+3.9797261e+000,+2.7843738e-003
+3.9797261e+000,+1.3921869e-003
+3.9797261e+000,+0.0000000e+000
+4.0055685e+000,+1.3921869e-003
+4.0055685e+000,+2.7843738e-003
+4.0055685e+000,+4.1765607e-003
+4.0055685e+000,+6.9609345e-003
+4.0055685e+000,+1.1137495e-002
+4.0055685e+000,+1.5314056e-002
+4.0055685e+000,+2.2274990e-002
+4.0055685e+000,+2.9235925e-002
+4.0055685e+000,+3.8981233e-002
+4.0055685e+000,+5.0118728e-002
+4.0055685e+000,+6.2648410e-002
+4.0055685e+000,+7.7962466e-002
+4.0055685e+000,+9.4668709e-002
+4.0055685e+000,+1.1276714e-001
+4.0055685e+000,+1.3364994e-001
+4.0055685e+000,+1.5453274e-001
+4.0055685e+000,+1.7680774e-001
+4.0055685e+000,+2.0047491e-001
+4.0055685e+000,+2.2553428e-001
+4.0055685e+000,+2.4920145e-001
+4.0055685e+000,+2.7426082e-001
+4.0055685e+000,+2.9932018e-001
+4.0055685e+000,+3.2298736e-001
+4.0055685e+000,+3.4526235e-001
+4.0055685e+000,+3.6614515e-001
+4.0055685e+000,+3.8702796e-001
+4.0314109e+000,+4.0512639e-001
+4.0314109e+000,+4.2183263e-001
+4.0314109e+000,+4.3714668e-001
+4.0314109e+000,+4.4967637e-001
+4.0314109e+000,+4.6081386e-001
+4.0314109e+000,+4.7055917e-001
+4.0314109e+000,+4.7752010e-001
+4.0314109e+000,+4.8448104e-001
+4.0314109e+000,+4.8865760e-001
+4.0314109e+000,+4.9283416e-001
+4.0314109e+000,+4.9561853e-001
+4.0314109e+000,+4.9701072e-001
+4.0314109e+000,+4.9840291e-001
+4.0314109e+000,+4.9979509e-001
+4.0572532e+000,+4.9561853e-001
+4.0572532e+000,+4.9283416e-001
+4.0572532e+000,+4.8865760e-001
+4.0572532e+000,+4.8448104e-001
+4.0572532e+000,+4.7752010e-001
+4.0572532e+000,+4.7055917e-001
+4.0572532e+000,+4.6081386e-001
+4.0572532e+000,+4.4967637e-001
+4.0572532e+000,+4.3714668e-001
+4.0572532e+000,+4.2183263e-001
+4.0572532e+000,+4.0512639e-001
+4.0572532e+000,+3.8702796e-001
+4.0572532e+000,+3.6614515e-001
+4.0572532e+000,+3.4526235e-001
+4.0572532e+000,+3.2298736e-001
+4.0572532e+000,+2.9932018e-001
+4.0572532e+000,+2.7426082e-001
+4.0572532e+000,+2.5059364e-001
+4.0572532e+000,+2.2553428e-001
+4.0572532e+000,+2.0047491e-001
+4.0572532e+000,+1.7680774e-001
+4.0572532e+000,+1.5453274e-001
+4.0572532e+000,+1.3364994e-001
+4.0572532e+000,+1.1276714e-001
+4.0572532e+000,+9.4668709e-002
+4.0572532e+000,+7.7962466e-002
+4.0830956e+000,+6.2648410e-002
+4.0830956e+000,+5.0118728e-002
+4.0830956e+000,+3.8981233e-002
+4.0830956e+000,+2.9235925e-002
+4.0830956e+000,+2.2274990e-002
+4.0830956e+000,+1.5314056e-002
+4.0830956e+000,+1.1137495e-002
+4.0830956e+000,+6.9609345e-003
+4.0830956e+000,+4.1765607e-003
+4.0830956e+000,+2.7843738e-003
+4.0830956e+000,+1.3921869e-003
+4.0830956e+000,+0.0000000e+000
+4.1089380e+000,+0.0000000e+000
+4.1347804e+000,+0.0000000e+000
+4.1606227e+000,+0.0000000e+000
+4.1864651e+000,+0.0000000e+000
+4.1864651e+000,+1.3921869e-003
+4.1864651e+000,+2.7843738e-003
+4.1864651e+000,+4.1765607e-003
+4.1864651e+000,+6.9609345e-003
+4.1864651e+000,+1.1137495e-002
+4.1864651e+000,+1.5314056e-002
+4.1864651e+000,+2.2274990e-002
+4.2123075e+000,+2.9235925e-002
+4.2123075e+000,+3.8981233e-002
+4.2123075e+000,+5.0118728e-002
+4.2123075e+000,+6.2648410e-002
+4.2123075e+000,+7.7962466e-002
+4.2123075e+000,+9.4668709e-002
+4.2123075e+000,+1.1276714e-001
+4.2123075e+000,+1.3364994e-001
+4.2123075e+000,+1.5453274e-001
+4.2123075e+000,+1.7680774e-001
+4.2123075e+000,+2.0047491e-001
+4.2123075e+000,+2.2553428e-001
+4.2123075e+000,+2.4920145e-001
+4.2123075e+000,+2.7426082e-001
+4.2123075e+000,+2.9932018e-001
+4.2123075e+000,+3.2298736e-001
+4.2123075e+000,+3.4526235e-001
+4.2123075e+000,+3.6614515e-001
+4.2123075e+000,+3.8702796e-001
+4.2123075e+000,+4.0512639e-001
+4.2123075e+000,+4.2183263e-001
+4.2123075e+000,+4.3714668e-001
+4.2123075e+000,+4.4967637e-001
+4.2123075e+000,+4.6081386e-001
+4.2123075e+000,+4.7055917e-001
+4.2123075e+000,+4.7752010e-001
+4.2381499e+000,+4.8448104e-001
+4.2381499e+000,+4.8865760e-001
+4.2381499e+000,+4.9283416e-001
+4.2381499e+000,+4.9561853e-001
+4.2381499e+000,+4.9701072e-001
+4.2381499e+000,+4.9840291e-001
+4.2381499e+000,+4.9979509e-001
+4.2381499e+000,+4.7752010e-001
+4.2381499e+000,+4.7055917e-001
+4.2639922e+000,+4.6081386e-001
+4.2639922e+000,+4.4967637e-001
+4.2639922e+000,+4.3714668e-001
+4.2639922e+000,+4.2183263e-001
+4.2639922e+000,+4.0512639e-001
+4.2639922e+000,+3.8702796e-001
+4.2639922e+000,+3.6614515e-001
+4.2639922e+000,+3.4526235e-001
+4.2639922e+000,+3.2298736e-001
+4.2639922e+000,+2.9932018e-001
+4.2639922e+000,+2.7426082e-001
+4.2639922e+000,+2.5059364e-001
+4.2639922e+000,+2.2553428e-001
+4.2639922e+000,+2.0047491e-001
+4.2639922e+000,+1.7680774e-001
+4.2639922e+000,+1.5453274e-001
+4.2639922e+000,+1.3364994e-001
+4.2639922e+000,+1.1276714e-001
+4.2639922e+000,+9.4668709e-002
+4.2639922e+000,+7.7962466e-002
+4.2639922e+000,+6.2648410e-002
+4.2639922e+000,+5.0118728e-002
+4.2639922e+000,+3.8981233e-002
+4.2639922e+000,+2.9235925e-002
+4.2639922e+000,+2.2274990e-002
+4.2639922e+000,+1.5314056e-002
+4.2898346e+000,+1.1137495e-002
+4.2898346e+000,+6.9609345e-003
+4.2898346e+000,+4.1765607e-003
+4.2898346e+000,+2.7843738e-003
+4.2898346e+000,+1.3921869e-003
+4.2898346e+000,+0.0000000e+000
+4.2898346e+000,+1.5314056e-002
+4.2898346e+000,+2.2274990e-002
+4.2898346e+000,+2.9235925e-002
+4.2898346e+000,+3.8981233e-002
+4.2898346e+000,+5.0118728e-002
+4.3156770e+000,+6.2648410e-002
+4.3156770e+000,+7.7962466e-002
+4.3156770e+000,+9.4668709e-002
+4.3156770e+000,+1.1276714e-001
+4.3156770e+000,+1.3364994e-001
+4.3156770e+000,+1.5453274e-001
+4.3156770e+000,+1.7680774e-001
+4.3156770e+000,+2.0047491e-001
+4.3156770e+000,+2.2553428e-001
+4.3156770e+000,+2.4920145e-001
+4.3156770e+000,+2.7426082e-001
+4.3156770e+000,+2.9932018e-001
+4.3156770e+000,+3.2298736e-001
+4.3156770e+000,+3.4526235e-001
+4.3156770e+000,+3.6614515e-001
+4.3156770e+000,+3.8702796e-001
+4.3156770e+000,+4.0512639e-001
+4.3156770e+000,+4.2183263e-001
+4.3156770e+000,+4.3714668e-001
+4.3156770e+000,+4.4967637e-001
+4.3156770e+000,+4.6081386e-001
+4.3156770e+000,+4.7055917e-001
+4.3156770e+000,+4.7752010e-001
+4.3156770e+000,+4.8448104e-001
+4.3156770e+000,+4.8865760e-001
+4.3156770e+000,+4.9283416e-001
+4.3415194e+000,+4.9561853e-001
+4.3415194e+000,+4.9701072e-001
+4.3415194e+000,+4.9840291e-001
+4.3415194e+000,+4.9979509e-001
+4.3415194e+000,+4.9283416e-001
+4.3415194e+000,+4.8865760e-001
+4.3415194e+000,+4.8448104e-001
+4.3415194e+000,+4.7752010e-001
+4.3415194e+000,+4.7055917e-001
+4.3415194e+000,+4.6081386e-001
+4.3415194e+000,+4.4967637e-001
+4.3415194e+000,+4.3714668e-001
+4.3415194e+000,+4.2183263e-001
+4.3673618e+000,+4.0512639e-001
+4.3673618e+000,+3.8702796e-001
+4.3673618e+000,+3.6614515e-001
+4.3673618e+000,+3.4526235e-001
+4.3673618e+000,+3.2298736e-001
+4.3673618e+000,+2.9932018e-001
+4.3673618e+000,+2.7426082e-001
+4.3673618e+000,+2.5059364e-001
+4.3673618e+000,+2.2553428e-001
+4.3673618e+000,+2.0047491e-001
+4.3673618e+000,+1.7680774e-001
+4.3673618e+000,+1.5453274e-001
+4.3673618e+000,+1.3364994e-001
+4.3673618e+000,+1.1276714e-001
+4.3673618e+000,+9.4668709e-002
+4.3673618e+000,+7.7962466e-002
+4.3673618e+000,+6.2648410e-002
+4.3673618e+000,+5.0118728e-002
+4.3673618e+000,+3.8981233e-002
+4.3673618e+000,+2.9235925e-002
+4.3673618e+000,+2.2274990e-002
+4.3673618e+000,+1.5314056e-002
+4.3673618e+000,+1.1137495e-002
+4.3673618e+000,+6.9609345e-003
+4.3673618e+000,+4.1765607e-003
+4.3673618e+000,+2.7843738e-003
+4.3932041e+000,+1.3921869e-003
+4.3932041e+000,+0.0000000e+000
+4.4190465e+000,+0.0000000e+000
+4.4448889e+000,+0.0000000e+000
+4.4707313e+000,+0.0000000e+000
+4.4965736e+000,+0.0000000e+000
+4.5224160e+000,+0.0000000e+000
+4.5482584e+000,+0.0000000e+000
+4.5741008e+000,+0.0000000e+000
+4.5999432e+000,+0.0000000e+000
+4.5999432e+000,+1.3921869e-003
+4.5999432e+000,+2.7843738e-003
+4.5999432e+000,+4.1765607e-003
+4.5999432e+000,+6.9609345e-003
+4.5999432e+000,+1.1137495e-002
+4.5999432e+000,+1.5314056e-002
+4.5999432e+000,+2.2274990e-002
+4.5999432e+000,+2.9235925e-002
+4.5999432e+000,+3.8981233e-002
+4.5999432e+000,+5.0118728e-002
+4.5999432e+000,+6.2648410e-002
+4.5999432e+000,+7.7962466e-002
+4.5999432e+000,+9.4668709e-002
+4.5999432e+000,+1.1276714e-001
+4.5999432e+000,+1.3364994e-001
+4.5999432e+000,+1.5453274e-001
+4.5999432e+000,+1.7680774e-001
+4.5999432e+000,+2.0047491e-001
+4.5999432e+000,+2.2553428e-001
+4.5999432e+000,+2.4920145e-001
+4.6257855e+000,+2.7426082e-001
+4.6257855e+000,+2.9932018e-001
+4.6257855e+000,+3.2298736e-001
+4.6257855e+000,+3.4526235e-001
+4.6257855e+000,+3.6614515e-001
+4.6257855e+000,+3.8702796e-001
+4.6257855e+000,+4.0512639e-001
+4.6257855e+000,+4.2183263e-001
+4.6257855e+000,+4.3714668e-001
+4.6257855e+000,+4.4967637e-001
+4.6257855e+000,+4.6081386e-001
+4.6257855e+000,+4.7055917e-001
+4.6257855e+000,+4.7752010e-001
+4.6257855e+000,+4.8448104e-001
+4.6257855e+000,+4.8865760e-001
+4.6257855e+000,+4.9283416e-001
+4.6257855e+000,+4.9561853e-001
+4.6257855e+000,+4.9701072e-001
+4.6257855e+000,+4.9840291e-001
+4.6257855e+000,+4.9979509e-001
+4.6516279e+000,+4.9979509e-001
+4.6516279e+000,+4.9840291e-001
+4.6516279e+000,+4.9701072e-001
+4.6516279e+000,+4.9561853e-001
+4.6516279e+000,+4.9283416e-001
+4.6516279e+000,+4.8865760e-001
+4.6516279e+000,+4.8448104e-001
+4.6516279e+000,+4.7752010e-001
+4.6516279e+000,+4.7055917e-001
+4.6516279e+000,+4.6081386e-001
+4.6516279e+000,+4.4967637e-001
+4.6516279e+000,+4.3714668e-001
+4.6516279e+000,+4.2183263e-001
+4.6516279e+000,+4.0512639e-001
+4.6516279e+000,+3.8702796e-001
+4.6516279e+000,+3.6614515e-001
+4.6516279e+000,+3.4526235e-001
+4.6516279e+000,+3.2298736e-001
+4.6516279e+000,+2.9932018e-001
+4.6516279e+000,+2.7426082e-001
+4.6516279e+000,+2.5059364e-001
+4.6516279e+000,+2.2553428e-001
+4.6516279e+000,+2.0047491e-001
+4.6774703e+000,+1.7680774e-001
+4.6774703e+000,+1.5453274e-001
+4.6774703e+000,+1.3364994e-001
+4.6774703e+000,+1.1276714e-001
+4.6774703e+000,+9.4668709e-002
+4.6774703e+000,+7.7962466e-002
+4.6774703e+000,+6.2648410e-002
+4.6774703e+000,+5.0118728e-002
+4.6774703e+000,+3.8981233e-002
+4.6774703e+000,+2.9235925e-002
+4.6774703e+000,+2.2274990e-002
+4.6774703e+000,+1.5314056e-002
+4.6774703e+000,+1.1137495e-002
+4.6774703e+000,+6.9609345e-003
+4.6774703e+000,+4.1765607e-003
+4.6774703e+000,+2.7843738e-003
+4.6774703e+000,+1.3921869e-003
+4.6774703e+000,+0.0000000e+000
+4.7033127e+000,+0.0000000e+000
+4.7033127e+000,+1.3921869e-003
+4.7033127e+000,+2.7843738e-003
+4.7033127e+000,+4.1765607e-003
+4.7033127e+000,+6.9609345e-003
+4.7033127e+000,+1.1137495e-002
+4.7033127e+000,+1.5314056e-002
+4.7033127e+000,+2.2274990e-002
+4.7033127e+000,+2.9235925e-002
+4.7033127e+000,+3.8981233e-002
+4.7033127e+000,+5.0118728e-002
+4.7033127e+000,+6.2648410e-002
+4.7033127e+000,+7.7962466e-002
+4.7033127e+000,+9.4668709e-002
+4.7033127e+000,+1.1276714e-001
+4.7033127e+000,+1.3364994e-001
+4.7033127e+000,+1.5453274e-001
+4.7033127e+000,+1.7680774e-001
+4.7033127e+000,+2.0047491e-001
+4.7033127e+000,+2.2553428e-001
+4.7033127e+000,+2.4920145e-001
+4.7033127e+000,+2.7426082e-001
+4.7033127e+000,+2.9932018e-001
+4.7033127e+000,+3.2298736e-001
+4.7033127e+000,+3.4526235e-001
+4.7291550e+000,+3.6614515e-001
+4.7291550e+000,+3.8702796e-001
+4.7291550e+000,+4.0512639e-001
+4.7291550e+000,+4.2183263e-001
+4.7291550e+000,+4.3714668e-001
+4.7291550e+000,+4.4967637e-001
+4.7291550e+000,+4.6081386e-001
+4.7291550e+000,+4.7055917e-001
+4.7291550e+000,+4.7752010e-001
+4.7291550e+000,+4.8448104e-001
+4.7291550e+000,+4.8865760e-001
+4.7291550e+000,+4.9283416e-001
+4.7291550e+000,+4.9561853e-001
+4.7291550e+000,+4.9701072e-001
+4.7291550e+000,+4.9840291e-001
+4.7291550e+000,+4.9979509e-001
+4.7549974e+000,+4.9979509e-001
+4.7549974e+000,+4.9840291e-001
+4.7549974e+000,+4.9701072e-001
+4.7549974e+000,+4.9561853e-001
+4.7549974e+000,+4.9283416e-001
+4.7549974e+000,+4.8865760e-001
+4.7549974e+000,+4.8448104e-001
+4.7549974e+000,+4.7752010e-001
+4.7549974e+000,+4.7055917e-001
+4.7549974e+000,+4.6081386e-001
+4.7549974e+000,+4.4967637e-001
+4.7549974e+000,+4.3714668e-001
+4.7549974e+000,+4.2183263e-001
+4.7549974e+000,+4.0512639e-001
+4.7549974e+000,+3.8702796e-001
+4.7549974e+000,+3.6614515e-001
+4.7549974e+000,+3.4526235e-001
+4.7549974e+000,+3.2298736e-001
+4.7549974e+000,+2.9932018e-001
+4.7549974e+000,+2.7426082e-001
+4.7549974e+000,+2.5059364e-001
+4.7549974e+000,+2.2553428e-001
+4.7549974e+000,+2.0047491e-001
+4.7549974e+000,+1.7680774e-001
+4.7549974e+000,+1.5453274e-001
+4.7549974e+000,+1.3364994e-001
+4.7808398e+000,+1.1276714e-001
+4.7808398e+000,+9.4668709e-002
+4.7808398e+000,+7.7962466e-002
+4.7808398e+000,+6.2648410e-002
+4.7808398e+000,+5.0118728e-002
+4.7808398e+000,+3.8981233e-002
+4.7808398e+000,+2.9235925e-002
+4.7808398e+000,+2.2274990e-002
+4.7808398e+000,+1.5314056e-002
+4.7808398e+000,+1.1137495e-002
+4.7808398e+000,+6.9609345e-003
+4.7808398e+000,+4.1765607e-003
+4.7808398e+000,+2.7843738e-003
+4.7808398e+000,+1.3921869e-003
+4.7808398e+000,+0.0000000e+000
+4.8066822e+000,+0.0000000e+000
+4.8325245e+000,+0.0000000e+000
+4.8583669e+000,+0.0000000e+000
+4.8842093e+000,+0.0000000e+000
+4.8842093e+000,+1.3921869e-003
+4.8842093e+000,+2.7843738e-003
+4.8842093e+000,+4.1765607e-003
+4.8842093e+000,+6.9609345e-003
+4.8842093e+000,+1.1137495e-002
+4.9100517e+000,+1.5314056e-002
+4.9100517e+000,+2.2274990e-002
+4.9100517e+000,+2.9235925e-002
+4.9100517e+000,+3.8981233e-002
+4.9100517e+000,+5.0118728e-002
+4.9100517e+000,+6.2648410e-002
+4.9100517e+000,+7.7962466e-002
+4.9100517e+000,+9.4668709e-002
+4.9100517e+000,+1.1276714e-001
+4.9100517e+000,+1.3364994e-001
+4.9100517e+000,+1.5453274e-001
+4.9100517e+000,+1.7680774e-001
+4.9100517e+000,+2.0047491e-001
+4.9100517e+000,+2.2553428e-001
+4.9100517e+000,+2.4920145e-001
+4.9100517e+000,+2.7426082e-001
+4.9100517e+000,+2.9932018e-001
+4.9100517e+000,+3.2298736e-001
+4.9100517e+000,+3.4526235e-001
+4.9100517e+000,+3.6614515e-001
+4.9100517e+000,+3.8702796e-001
+4.9100517e+000,+4.0512639e-001
+4.9100517e+000,+4.2183263e-001
+4.9100517e+000,+4.3714668e-001
+4.9100517e+000,+4.4967637e-001
+4.9358941e+000,+4.6081386e-001
+4.9358941e+000,+4.7055917e-001
+4.9358941e+000,+4.7752010e-001
+4.9358941e+000,+4.8448104e-001
+4.9358941e+000,+4.8865760e-001
+4.9358941e+000,+4.9283416e-001
+4.9358941e+000,+4.9561853e-001
+4.9358941e+000,+4.9701072e-001
+4.9358941e+000,+4.9840291e-001
+4.9358941e+000,+4.9979509e-001
+4.9617364e+000,+4.7752010e-001
+4.9617364e+000,+4.7055917e-001
+4.9617364e+000,+4.6081386e-001
+4.9617364e+000,+4.4967637e-001
+4.9617364e+000,+4.3714668e-001
+4.9617364e+000,+4.2183263e-001
+4.9617364e+000,+4.0512639e-001
+4.9617364e+000,+3.8702796e-001
+4.9617364e+000,+3.6614515e-001
+4.9617364e+000,+3.4526235e-001
+4.9617364e+000,+3.2298736e-001
+4.9617364e+000,+2.9932018e-001
+4.9617364e+000,+2.7426082e-001
+4.9617364e+000,+2.5059364e-001
+4.9617364e+000,+2.2553428e-001
+4.9617364e+000,+2.0047491e-001
+4.9617364e+000,+1.7680774e-001
+4.9617364e+000,+1.5453274e-001
+4.9617364e+000,+1.3364994e-001
+4.9617364e+000,+1.1276714e-001
+4.9617364e+000,+9.4668709e-002
+4.9617364e+000,+7.7962466e-002
+4.9617364e+000,+6.2648410e-002
+4.9617364e+000,+5.0118728e-002
+4.9617364e+000,+3.8981233e-002
+4.9617364e+000,+2.9235925e-002
+4.9875788e+000,+2.2274990e-002
+4.9875788e+000,+1.5314056e-002
+4.9875788e+000,+1.1137495e-002
+4.9875788e+000,+6.9609345e-003
+4.9875788e+000,+4.1765607e-003
+4.9875788e+000,+2.7843738e-003
+4.9875788e+000,+1.3921869e-003
+4.9875788e+000,+0.0000000e+000
+5.0134212e+000,+0.0000000e+000
+5.0392636e+000,+0.0000000e+000
+5.0651059e+000,+0.0000000e+000
+5.0909483e+000,+0.0000000e+000
+5.0909483e+000,+1.3921869e-003
+5.0909483e+000,+2.7843738e-003
+5.0909483e+000,+4.1765607e-003
+5.0909483e+000,+6.9609345e-003
+5.0909483e+000,+1.1137495e-002
+5.0909483e+000,+1.5314056e-002
+5.0909483e+000,+2.2274990e-002
+5.0909483e+000,+2.9235925e-002
+5.0909483e+000,+3.8981233e-002
+5.0909483e+000,+5.0118728e-002
+5.0909483e+000,+6.2648410e-002
+5.1167907e+000,+7.7962466e-002
+5.1167907e+000,+9.4668709e-002
+5.1167907e+000,+1.1276714e-001
+5.1167907e+000,+1.3364994e-001
+5.1167907e+000,+1.5453274e-001
+5.1167907e+000,+1.7680774e-001
+5.1167907e+000,+2.0047491e-001
+5.1167907e+000,+2.2553428e-001
+5.1167907e+000,+2.4920145e-001
+5.1167907e+000,+2.7426082e-001
+5.1167907e+000,+2.9932018e-001
+5.1167907e+000,+3.2298736e-001
+5.1167907e+000,+3.4526235e-001
+5.1167907e+000,+3.6614515e-001
+5.1167907e+000,+3.8702796e-001
+5.1167907e+000,+4.0512639e-001
+5.1167907e+000,+4.2183263e-001
+5.1167907e+000,+4.3714668e-001
+5.1167907e+000,+4.4967637e-001
+5.1167907e+000,+4.6081386e-001
